url,label,hostname,domain_age_days,domain_lifespan_days,has_ssl,cert_issuer,cert_validity_days
mct.gov.cn,0,mct.gov.cn,2688,4018,1,China Financial Certification Authority,388
https://coiinbaspr-ologiih.gitbook.io/us/,1,coiinbaspr-ologiih.gitbook.io,4190,4383,1,Google Trust Services,90
julialang.org,0,julialang.org,5237,7671,1,GlobalSign nv-sa,396
https://flemmedot.firebaseapp.com/,1,flemmedot.firebaseapp.com,-1,-1,1,Google Trust Services,89
https://docs.google.com/presentation/d/e/2PACX-1vQo_mymi4Gnp5Xm770y1Sf5CJ7HoTILjtglKln-aEdYPIBODu2aD2GqGABfhRLOtx9uLBXQ4fBwlbGe/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
ju-gabet.com,0,ju-gabet.com,350,730,1,Google Trust Services,90
ovscdns.net,0,ovscdns.net,3076,6209,0,None,-1
abcproxy.com,0,abcproxy.com,8572,8765,1,Google Trust Services,30
delish.com,0,delish.com,9507,9602,1,GlobalSign nv-sa,396
sweb.ru,0,sweb.ru,8806,9131,1,GlobalSign nv-sa,396
wgal.com,0,wgal.com,-1,-1,1,GlobalSign nv-sa,396
https://www.smibciosec.onstanu1.com,1,www.smibciosec.onstanu1.com,-1,-1,0,None,-1
kendrascott.com,0,kendrascott.com,-1,-1,1,Amazon,394
docusign.net,0,docusign.net,-1,-1,0,None,-1
sibforms.com,0,sibforms.com,2633,2922,1,Google Trust Services,90
heyvagroup.com,0,heyvagroup.com,3825,4383,1,Unizeto Technologies S.A.,364
https://l.wl.co/l?u=https://qr-codes.io/Mx27ij,1,l.wl.co,5624,7304,1,DigiCert Inc,90
https://sherielllott.wixsite.com/my-site-1,1,sherielllott.wixsite.com,-1,-1,1,Let's Encrypt,89
https://nj.gov-wt.bar/info,1,nj.gov-wt.bar,7,365,0,None,-1
https://pub-fc0afb84318e42bda06d5c35b30f5fc6.r2.dev/zum.html,1,pub-fc0afb84318e42bda06d5c35b30f5fc6.r2.dev,-1,-1,0,None,-1
https://share.hsforms.com/1gVg20d3HSFSPe5w9pXOtJQst3kl,1,share.hsforms.com,4383,4748,1,Google Trust Services,90
rsf.org,0,rsf.org,-1,-1,1,Google Trust Services,90
football24.ru,0,football24.ru,7361,7670,1,Let's Encrypt,89
https://sr23424352234.start.page/,1,sr23424352234.start.page,-1,-1,1,Google Trust Services,90
http://tinu.be/dsk,1,tinu.be,-1,-1,1,Let's Encrypt,89
gsb.gov.tr,0,gsb.gov.tr,-1,-1,1,GlobalSign nv-sa,396
https://pub-2423de06b8844c9baca73ec84809ebd1.r2.dev/jjj.html,1,pub-2423de06b8844c9baca73ec84809ebd1.r2.dev,-1,-1,0,None,-1
rat.xxx,0,rat.xxx,-1,-1,1,Sectigo Limited,381
https://unusa.id/vlfb,1,unusa.id,-1,-1,1,Sectigo Limited,366
delta.com,0,delta.com,11622,11687,0,None,-1
https://qrco.de/bfIm9n,1,qrco.de,-1,-1,1,Amazon,394
getcomposer.org,0,getcomposer.org,5080,5844,1,Let's Encrypt,89
https://mondiaicolisexpress.com/,1,mondiaicolisexpress.com,106,365,0,None,-1
cuevana.pro,0,cuevana.pro,-1,-1,0,None,-1
addi.com,0,addi.com,7736,8035,1,Amazon,394
voidtools.com,0,voidtools.com,6420,9497,1,Let's Encrypt,89
zoojoujoaseeh.com,0,zoojoujoaseeh.com,220,365,1,Let's Encrypt,89
https://sites.google.com/view/sdvbdfgn/accueil,1,sites.google.com,10230,11322,1,Google Trust Services,83
https://mailme247online.wixsite.com/my-site-1,1,mailme247online.wixsite.com,-1,-1,1,Let's Encrypt,89
https://cli.re/RNVdrj,1,cli.re,-1,-1,0,None,-1
https://logcorreiosimportacoes.co.ua/rastreio/tarifas120,1,logcorreiosimportacoes.co.ua,-1,-1,0,None,-1
citizenlab.ca,0,citizenlab.ca,4592,5478,0,None,-1
mania.kr,0,mania.kr,-1,-1,1,Let's Encrypt,89
reannz.co.nz,0,reannz.co.nz,-1,-1,1,Let's Encrypt,89
immers.page,0,immers.page,-1,-1,0,None,-1
http://bancaruralweb.0hi.me/?i=1,1,bancaruralweb.0hi.me,-1,-1,1,Let's Encrypt,89
https://surl.li/tnzmb,1,surl.li,-1,-1,1,Google Trust Services,89
https://docs.google.com/presentation/d/e/2PACX-1vSIG-JbGSIPjmBNkaEyYUPgW-1AfVmMGOuMcPzEbEFLTk-9uSusol0AFxgq3zGpflz70cMaVxztZ6rD/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
loteriasmundiales.com.ar,0,loteriasmundiales.com.ar,4211,4460,1,Sectigo Limited,396
https://wetrl-p3320.space/rrrarbcpnel/zbmt.php,1,wetrl-p3320.space,-1,-1,0,None,-1
https://mlrip.ac.in/uqi/,1,mlrip.ac.in,5819,7305,1,Let's Encrypt,89
tecmint.com,0,tecmint.com,4870,5844,1,Google Trust Services,89
https://allegrolokalnie.pl-4563547435oferta.icu,1,allegrolokalnie.pl-4563547435oferta.icu,50,365,0,None,-1
https://us19.campaign-archive.com/?u=c0c9ab0284c6fc50f7e517be6&id=67c39499c2,1,us19.campaign-archive.com,6833,9131,1,DigiCert Inc,365
https://new.express.adobe.com/webpage/qizKIXOhfJWxe,1,new.express.adobe.com,14185,14425,1,Amazon,394
https://xvltszpuxkgmpglq.net/,1,xvltszpuxkgmpglq.net,-1,-1,0,None,-1
https://mailorange0.wixsite.com/my-site,1,mailorange0.wixsite.com,-1,-1,1,Let's Encrypt,89
https://ln.run/Hwv5L,1,ln.run,-1,-1,1,Google Trust Services,90
ti.ru,0,ti.ru,9561,9877,0,None,-1
https://www.ionos-rechnungsinfo.de/,1,www.ionos-rechnungsinfo.de,-1,-1,1,Google Trust Services,89
titanos.tv,0,titanos.tv,966,1096,1,Let's Encrypt,89
https://bafkreigp5z6imrqlvd2oyhxbs6mdamm4dwesetgezz2hbxwd24a2uqnxaa.ipfs.dweb.link/,1,bafkreigp5z6imrqlvd2oyhxbs6mdamm4dwesetgezz2hbxwd24a2uqnxaa.ipfs.dweb.link,3128,3287,0,None,-1
bold.co,0,bold.co,2213,2557,1,Amazon,393
picsart.com,0,picsart.com,6760,7305,1,Sectigo Limited,396
https://q-r.to/bfLAA1,1,q-r.to,-1,-1,1,Amazon,394
winndixie.com,0,winndixie.com,10849,10957,1,"Entrust, Inc.",395
connectrcs.com,0,connectrcs.com,2708,2922,0,None,-1
nagalandlotterysambad.com,0,nagalandlotterysambad.com,-1,-1,1,Google Trust Services,90
https://lluuu.ukit.me/,1,lluuu.ukit.me,-1,-1,1,GoGetSSL,395
https://tecnica-assistencia.com/captcha,1,tecnica-assistencia.com,31,365,0,None,-1
https://docs.google.com/presentation/d/e/2PACX-1vQRJLsYfrx1b5mIwtndaqDhrw-7s628tmjVxvHQGvA6c2GHC2stGW4--1oA_GfkvADY7nS4zFRou3gc/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
wildtangent.com,0,wildtangent.com,9869,10226,1,Amazon,394
https://docs.google.com/presentation/d/e/2PACX-1vSQx13qgPMR7z9EnSQfTFANDmDxB02wDhL4TozuwxsD6BonPu-pjSGORftckjjU9Hwnay7wDBQECoAO/pub?start=false&loop=false&delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
popcash.net,0,popcash.net,4784,6574,1,Google Trust Services,90
https://btinternet-109408.weeblysite.com/,1,btinternet-109408.weeblysite.com,4656,4748,1,Google Trust Services,90
https://t.co/Cn3NHIRtb9,1,t.co,5624,5843,1,Let's Encrypt,89
locanto.org,0,locanto.org,7307,7670,1,Google Trust Services,90
https://docs.google.com/drawings/d/12kuDQUH56xDH4YQaCpvbJje-x_yGOfuvYarJYx68Lg0/edit,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://t.co/AN4BQgQsaR,1,t.co,5624,5843,1,Let's Encrypt,89
bworldonline.com,0,bworldonline.com,10348,10958,0,None,-1
awsdns-12.org,0,awsdns-12.org,5446,5844,0,None,-1
https://itrustcapitalelogin.webflow.io/,1,itrustcapitalelogin.webflow.io,4516,5479,1,Google Trust Services,90
https://cpanel-webmail-c0z4n6ltxl.pages.dev,1,cpanel-webmail-c0z4n6ltxl.pages.dev,-1,-1,1,Google Trust Services,90
https://docs.google.com/presentation/d/e/2PACX-1vS9IUx3IAbZJ0bz1myhrmdVPys24yFtpiOqTNMvm3rslFXiVhorKLhCFJ5SAPHcPqEp_jJKhi3jLOmK/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://login-advance.net/IPKO,1,login-advance.net,290,365,0,None,-1
messefrankfurt.com,0,messefrankfurt.com,11053,11322,1,GlobalSign nv-sa,396
https://qr-codes.io/OTGhjI,1,qr-codes.io,1809,2191,1,Amazon,394
https://pub-8934f16f5ca74be39ae0eac391c50e27.r2.dev/index.html?62a765d3b3600f42f1626f,1,pub-8934f16f5ca74be39ae0eac391c50e27.r2.dev,-1,-1,0,None,-1
https://q-r.to/bfFjbG,1,q-r.to,-1,-1,1,Amazon,394
carters.com,0,carters.com,10744,10958,1,DigiCert Inc,382
https://new.express.adobe.com/webpage/BtHS6pEkcg9wx,1,new.express.adobe.com,14185,14425,1,Amazon,394
https://zpr.io/Dgm3z33tVtZp,1,zpr.io,4693,5844,1,Amazon,394
ren.tv,0,ren.tv,5402,5479,1,GlobalSign nv-sa,396
https://rebrand.ly/myb5mqi,1,rebrand.ly,-1,-1,1,Amazon,394
https://docs.google.com/presentation/d/e/2PACX-1vSOv5f25m4wVpp7euYZODleb0NiwnHOv8tzgyRFbgGVKGKkQAgkvg11yPcWI0PWyolJiIOrZvCR4Z0J/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
specialolympics.org,0,specialolympics.org,11074,12783,1,Amazon,394
arenabreakout.com,0,arenabreakout.com,1302,1826,1,"DigiCert, Inc.",364
https://l.ead.me/bfYk1Z,1,l.ead.me,3621,4018,1,Amazon,394
https://bit.ly/46sSzYX,1,bit.ly,-1,-1,1,DigiCert Inc,364
https://bhvuw.cn/koljin/tep/direct/loging/shink=A4MzY/,1,bhvuw.cn,186,365,0,None,-1
https://flow.page/teamsupport,1,flow.page,-1,-1,1,Google Trust Services,90
https://logon1-posteo-mail-anmeldung1-oauth2onepass-wv8mdurn0b.weebly.com/,1,logon1-posteo-mail-anmeldung1-oauth2onepass-wv8mdurn0b.weebly.com,7113,7304,0,None,-1
https://regler-ulys-peages.com/as.php,1,regler-ulys-peages.com,32,365,0,None,-1
https://sp442542.sitebeat.crazydomains.com/,1,sp442542.sitebeat.crazydomains.com,8683,11323,1,Sectigo Limited,365
https://goldenalaska.biz/Cyon/login.php,1,goldenalaska.biz,-1,-1,1,Let's Encrypt,89
https://q-r.to/bfSGhi,1,q-r.to,-1,-1,1,Amazon,394
https://www.bancoechil.world/cl,1,www.bancoechil.world,-1,-1,1,Google Trust Services,90
https://gorpswalinterfrbp.web.app/,1,gorpswalinterfrbp.web.app,-1,-1,1,Google Trust Services,89
https://sky-101814.weeblysite.com/,1,sky-101814.weeblysite.com,-1,-1,1,Google Trust Services,90
https://share-eu1.hsforms.com/2hLMhZYTgSaKzjCu0CyBtdA2ewkin,1,share-eu1.hsforms.com,4383,4748,1,Google Trust Services,90
airchina.com.cn,0,airchina.com.cn,10271,13879,0,None,-1
https://kmllkmsjd72hh.sbs/,1,kmllkmsjd72hh.sbs,5,365,0,None,-1
skyhookwireless.com,0,skyhookwireless.com,7619,9131,0,None,-1
https://sites.google.com/view/zxsw22/p%C3%A1gina-principal,1,sites.google.com,10230,11322,1,Google Trust Services,83
https://qrco.de/bfDwrh,1,qrco.de,-1,-1,1,Amazon,394
bloggazza.com,0,bloggazza.com,1805,2191,1,Google Trust Services,90
tetongravity.com,0,tetongravity.com,-1,-1,1,Let's Encrypt,89
apple-cloudkit.com,0,apple-cloudkit.com,-1,-1,0,None,-1
https://urlz.fr/tdUz,1,urlz.fr,5241,5844,1,Google Trust Services,90
irs.gov,0,irs.gov,-1,-1,1,Entrust Limited,396
https://forms.gle/arMkMEDaJqC865aS8,1,forms.gle,-1,-1,1,Google Trust Services,90
https://miamidaddecollege.ukit.me/,1,miamidaddecollege.ukit.me,-1,-1,1,GoGetSSL,395
https://nyagwasergj.web.app/,1,nyagwasergj.web.app,-1,-1,0,None,-1
suicidepreventionlifeline.org,0,suicidepreventionlifeline.org,-1,-1,1,Let's Encrypt,89
hardlightgames.com,0,hardlightgames.com,-1,-1,0,None,-1
greenpeace.org.uk,0,greenpeace.org.uk,10641,10782,1,"Starfield Technologies, Inc.",365
https://form.jotform.com/252103288045047,1,form.jotform.com,7253,10592,1,Google Trust Services,90
https://api-idauthme-langus.web.app/,1,api-idauthme-langus.web.app,-1,-1,0,None,-1
https://docs.google.com/presentation/d/e/2PACX-1vQqMHO0tIH0ToXcX3zZ5_FFEndnhhi-TukkWS1gdsLPWljFDllD7bwdrFv0nAERCqFCE4oXa-st_Ih0/pub?start=false&loop=false&delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://docs.google.com/presentation/d/e/2PACX-1vQKasmIQ8qMLdGlagfUPgHecwBNaDklOuuFRl8bWlBUywbB-ODIoT-aHhCezJYYvYE1f1CY5PL2P0_6/pub?start=false&loop=false&delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
r-line.ru,0,r-line.ru,8267,8401,1,GlobalSign nv-sa,396
pop-hannover.net,0,pop-hannover.net,-1,-1,0,None,-1
https://docs.google.com/presentation/d/e/2PACX-1vSUr5OiS-5kRbJIQ1ltMksyYfUizxKganxt4L59e4P4cRcTuKRSWxOPG7a51VBYrOiIa5pgM84l7I69/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,docs.google.com,-1,-1,1,Google Trust Services,83
equinix.com,0,equinix.com,9884,10226,1,Sectigo Limited,365
https://admnistrator8docsfilesserviceinstant784huo7889s9sssusfffff.pages.dev/,1,admnistrator8docsfilesserviceinstant784huo7889s9sssusfffff.pages.dev,-1,-1,0,None,-1
ufabet.com,0,ufabet.com,3403,3652,1,Google Trust Services,90
openprovider.nl,0,openprovider.nl,-1,-1,1,Sectigo Limited,350
https://qrco.de/bfJY3M,1,qrco.de,-1,-1,1,Amazon,394
https://docs.google.com/presentation/d/e/2PACX-1vRCQq_GfqSTnylN1H18RiKysyu8F-8-4c1A90RS-mEGYQxTDhIAqc7P8XDst7bsMP1KtLZ32afHbY7E/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,docs.google.com,-1,-1,1,Google Trust Services,83
platinmods.com,0,platinmods.com,3102,5844,1,Google Trust Services,90
berliner-zeitung.de,0,berliner-zeitung.de,-1,-1,1,Google Trust Services,90
aspose.com,0,aspose.com,8968,9496,1,Amazon,395
fastdl.app,0,fastdl.app,-1,-1,1,Google Trust Services,90
corpsite.com,0,corpsite.com,-1,-1,0,None,-1
nodzway.com,0,nodzway.com,989,1096,1,Google Trust Services,90
https://compliancerws.webflow.io/,1,compliancerws.webflow.io,4516,5479,1,Google Trust Services,90
https://fb-details1000854.firebaseapp.com/,1,fb-details1000854.firebaseapp.com,-1,-1,1,Google Trust Services,89
https://connexion-document.web.app/,1,connexion-document.web.app,-1,-1,0,None,-1
https://domappcheckomeg1.firebaseapp.com/,1,domappcheckomeg1.firebaseapp.com,-1,-1,0,None,-1
https://bit.ly/3TvJnOh,1,bit.ly,-1,-1,1,DigiCert Inc,364
https://ee-team-6hs1.glide.page/dl/add7f7,1,ee-team-6hs1.glide.page,-1,-1,1,Let's Encrypt,89
https://qrco.de/bfISOB,1,qrco.de,-1,-1,1,Amazon,394
https://l.ead.me/bfKL2Z,1,l.ead.me,3621,4018,1,Amazon,394
https://bit.ly/4eOKnp2,1,bit.ly,-1,-1,1,DigiCert Inc,364
https://qrco.de/bfKYuX,1,qrco.de,-1,-1,1,Amazon,394
https://domappcheckomeg17.firebaseapp.com/,1,domappcheckomeg17.firebaseapp.com,-1,-1,1,Google Trust Services,89
icontact.com,0,icontact.com,8430,8766,1,Google Trust Services,90
https://arvignewserverforupgrade.weebly.com/,1,arvignewserverforupgrade.weebly.com,-1,-1,0,None,-1
aivencloud.com,0,aivencloud.com,-1,-1,0,None,-1
thisismoney.co.uk,0,thisismoney.co.uk,9893,10958,1,DigiCert Inc,367
https://validate-email-ionos-appsuites-idvalidates.powerappsportals.com/client_app/?appsuite=default0&app=io.ox&folderyjvm7R=gZ86tUgsUZ4DZKMsg5YY5DUYgWUqNMMNDtYpX3LtCjKCM7OfhhsWqOX06q1tDfXUO81sjhhfWpiVMYiZMB3gp#ZG9yZWVuQGRvcmVlbm1vbGxveS5jb20,1,validate-email-ionos-appsuites-idvalidates.powerappsportals.com,2292,2557,0,None,-1
cattelecom.com,0,cattelecom.com,9338,9497,0,None,-1
https://l.wl.co/l?u=https://qr-codes.io/angzz5,1,l.wl.co,5624,7304,1,DigiCert Inc,90
revjet.com,0,revjet.com,-1,-1,1,Amazon,395
https://q-r.to/bfIHJ1,1,q-r.to,-1,-1,1,Amazon,394
leica-geosystems.com,0,leica-geosystems.com,10257,10591,1,"DigiCert, Inc.",184
https://pescagarmo.com/swisspostch.php,1,pescagarmo.com,4024,4383,0,None,-1
reedelsevier.com,0,reedelsevier.com,9703,9862,0,None,-1
https://q-r.to/bfSudC,1,q-r.to,-1,-1,1,Amazon,394
https://bit.ly/3Xgbkfc,1,bit.ly,-1,-1,1,DigiCert Inc,364
standoff365.com,0,standoff365.com,-1,-1,1,GlobalSign nv-sa,396
https://allegrolokalnie.oferta-2357137.shop,1,allegrolokalnie.oferta-2357137.shop,49,365,0,None,-1
https://firebeplyostigtehos.firebaseapp.com/,1,firebeplyostigtehos.firebaseapp.com,-1,-1,1,Google Trust Services,89
https://9lick.me/libai001/Fgcax,1,9lick.me,621,731,0,None,-1
https://docs.google.com/drawings/d/1wPPmg39BfUngIE6mj1E8T37fVzguobZbo9dzd0smoaE/edit,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://inesctec.weebly.com/,1,inesctec.weebly.com,7113,7304,0,None,-1
divarcdn.com,0,divarcdn.com,-1,-1,1,Let's Encrypt,89
aiotsecu.com,0,aiotsecu.com,1526,1826,0,None,-1
https://l.ead.me/bfY9VA,1,l.ead.me,3621,4018,1,Amazon,394
wellnessliving.com,0,wellnessliving.com,8188,8401,1,GlobalSign nv-sa,180
https://wle-kucoin-login.pages.dev/,1,wle-kucoin-login.pages.dev,-1,-1,1,Google Trust Services,90
lsapp.eu,0,lsapp.eu,-1,-1,1,Let's Encrypt,89
https://docs.google.com/presentation/d/e/2PACX-1vRWBiHn7qsuU01mAbRjZQ_ojzwk9WV-l6qczbXrbLKkK80s0soCtuY0ZhRlrvi8hhGlJ5zd7wWqq52w/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
nationsonline.org,0,nationsonline.org,-1,-1,1,Google Trust Services,90
definebabe.com,0,definebabe.com,7038,7305,1,Google Trust Services,90
arc.net,0,arc.net,-1,-1,1,Google Trust Services,90
hashicorp.com,0,hashicorp.com,5255,5844,1,Let's Encrypt,89
https://vfrontier-crew.pages.dev/,1,vfrontier-crew.pages.dev,-1,-1,1,Google Trust Services,90
dogtime.com,0,dogtime.com,9088,10591,1,Google Trust Services,90
https://besisij265.wixsite.com/websitebesisij265-on,1,besisij265.wixsite.com,-1,-1,1,Let's Encrypt,89
https://de-20303.web.app/,1,de-20303.web.app,-1,-1,0,None,-1
https://docs.google.com/presentation/d/e/2PACX-1vRUymVErucJKKFN7l1cbKqfexdfLkyVZfRtXSafa-63dktpVY-5bNQw8nSJ-VeW8vOQXtDvuuS4nsaH/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://q-r.to/bfROTM,1,q-r.to,-1,-1,1,Amazon,394
ballou.se,0,ballou.se,9345,9497,0,None,-1
blossomthemes.com,0,blossomthemes.com,3127,3287,1,Let's Encrypt,89
playhop.com,0,playhop.com,3757,4383,1,GlobalSign nv-sa,181
global.honda,0,global.honda,2858,2922,1,DigiCert Inc,384
anandabazar.com,0,anandabazar.com,10451,11323,1,Google Trust Services,90
https://pub-fbbe318dbc994ca1a49eaf6564351296.r2.dev/index.html,1,pub-fbbe318dbc994ca1a49eaf6564351296.r2.dev,-1,-1,0,None,-1
https://axxmonretehygt.blogspot.com/,1,axxmonretehygt.blogspot.com,-1,-1,0,None,-1
kohler.com,0,kohler.com,-1,-1,1,Let's Encrypt,89
mdkblog.com,0,mdkblog.com,-1,-1,1,Google Trust Services,90
https://kiewallflorist.com/iBkKa7,1,kiewallflorist.com,401,730,0,None,-1
https://docs.google.com/forms/d/e/1FAIpQLSeNFXeI83pBUktLYnug_xG4jHBXMQD_7LFjNdEMYuLah_-sWw/viewform?usp=send_form,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://ipfs.best-practice.se/ipfs/bafybeide7wd73e7bn26m7l6xpinh54q5si4pgzjyedohnrfbscchaqolnq,1,ipfs.best-practice.se,5578,5844,1,Let's Encrypt,89
scikit-learn.org,0,scikit-learn.org,5083,6575,1,Let's Encrypt,89
isasecret.com,0,isasecret.com,8938,9130,0,None,-1
betmgm.com,0,betmgm.com,8450,8766,1,DigiCert Inc,394
https://pub-fe2732f0fa494bff9409ec9a9eea207e.r2.dev/index.html,1,pub-fe2732f0fa494bff9409ec9a9eea207e.r2.dev,-1,-1,0,None,-1
https://bvnbvvvvnbvbnbbbb.weebly.com/,1,bvnbvvvvnbvbnbbbb.weebly.com,7113,7304,0,None,-1
itorrents-igruha.org,0,itorrents-igruha.org,1430,1826,1,Google Trust Services,90
https://my-ee-service.web.app/,1,my-ee-service.web.app,-1,-1,0,None,-1
https://f-casefile-service.github.io/9998/,1,f-casefile-service.github.io,-1,-1,0,None,-1
http://allegrolokalnie.pl-oferta857193.cfd,1,allegrolokalnie.pl-oferta857193.cfd,-1,-1,0,None,-1
